instrument,Year,distance_to_default,probability_of_default
FHN.N,2016,31.775349198965955,7.344810929134835e-222
FHN.N,2017,47.291813276632645,0.0
FHN.N,2018,34.951898770396085,2.716839237757339e-252
FHN.N,2019,33.4309299092772,3.528830818154442e-240
FHN.N,2020,14.510803795761614,5.175029373056743e-48
FHN.N,2021,33.26496488609408,1.809866009234608e-234
FHN.N,2022,23.89185251498593,1.861147301805341e-126
FHN.N,2023,13.018121429674025,9.230271631205867e-39
FISI.OQ,2017,34.218579387613424,6.399512013819695e-257
FISI.OQ,2018,32.98208020515354,7.912475604990309e-229
FISI.OQ,2019,38.35414270898941,0.0
FISI.OQ,2020,17.387729900432745,5.725295156803815e-68
FISI.OQ,2021,37.4909420543197,4.2492032497369973e-299
FISI.OQ,2022,43.58530046580821,0.0
FISI.OQ,2023,16.40113208473537,4.008856330152201e-47
FITB.OQ,2016,21.32458799328637,3.357113196789345e-101
FITB.OQ,2017,42.80317217327981,0.0
FITB.OQ,2018,31.01708990398875,7.960064527428062e-205
FITB.OQ,2019,27.666300873094613,8.884630374707746e-169
FITB.OQ,2020,12.307482825141726,3.959467812945238e-32
FITB.OQ,2021,32.54178407924779,1.368178764991945e-232
FITB.OQ,2022,22.42642268998456,1.08716251261255e-111
FLG.N,2016,39.07493248897004,0.0
FLG.N,2017,40.353050888873014,3.945218019548796e-292
FLG.N,2018,35.09103822826219,6.81835393924236e-263
FLG.N,2019,18.68231363031785,3.4482101292222004e-78
FLG.N,2020,20.23810638287932,1.1060003767732115e-79
FLG.N,2021,26.10432693818853,1.6279470460796637e-150
FLG.N,2022,20.96081568228467,2.597393768523127e-96
FLG.N,2023,16.36870828970752,1.8171941014926667e-56
FLIC.OQ,2017,38.07770811410542,0.0
FLIC.OQ,2018,37.83723649983308,3.5815400515491148e-217
FLIC.OQ,2019,33.901156979458776,4.228272681072026e-247
FMBH.OQ,2017,44.41014159872047,0.0
FMBH.OQ,2018,31.89838042703452,1.8670857608454028e-215
FMBH.OQ,2019,50.21723071259869,0.0
FMBH.OQ,2020,24.170165349459197,4.10649417185124e-125
FMBH.OQ,2021,27.25414579077997,7.420436624095494e-164
FMBH.OQ,2022,33.57799694452573,1.7574854384178786e-247
FMNB.OQ,2017,40.11075801399552,0.0
FMNB.OQ,2018,36.275733757862724,1.8278556708316676e-259
FMNB.OQ,2019,42.149307769198444,0.0
FMNB.OQ,2020,30.655043528004043,1.7916648751515328e-206
FMNB.OQ,2021,37.34192855635183,1.7627658670420322e-298
FMNB.OQ,2022,40.829989629852875,0.0
FMNB.OQ,2023,28.623096224996694,7.68615134723411e-169
FNB.N,2018,31.489735040955157,6.002870106762632e-218
FNB.N,2019,24.99155167382758,3.776675816678215e-138
FNB.N,2020,20.3090148763646,7.47028485338718e-90
FNB.N,2021,36.55129614473737,8.50288082844519e-293
FNB.N,2022,28.04639558541213,2.2100220340574118e-173
FNB.N,2023,25.87339092964021,6.637748353552807e-148
FNLC.OQ,2018,50.87371783829359,0.0
FNLC.OQ,2019,48.23636498573925,0.0
FNLC.OQ,2020,29.585126052872848,1.1608431048702192e-192
FNLC.OQ,2021,37.93825133097025,0.0
FNLC.OQ,2022,41.199564706385615,0.0
FNLC.OQ,2023,39.345763694662594,0.0
FNWB.OQ,2018,45.884368465905865,0.0
FNWB.OQ,2019,69.08016116849942,0.0
FNWB.OQ,2020,14.106087050085058,1.7418963063782142e-45
FNWB.OQ,2021,28.78881202631916,1.4806921628680403e-182
FNWB.OQ,2022,26.89410084243546,1.2872091286162178e-159
FNWB.OQ,2023,20.44744469303732,1.8684487921936207e-92
FRBA.OQ,2018,53.87953803596892,0.0
FRBA.OQ,2019,62.070487435747935,0.0
FRBA.OQ,2020,18.72771163504797,1.4714843739342242e-78
FRBA.OQ,2021,41.06471719720001,0.0
FRBKQ.PK,2017,53.35215384839409,0.0
FRBKQ.PK,2018,33.049992957383694,7.779808930606981e-240
FRBKQ.PK,2019,47.00602550855944,0.0
FRCB.PK,2016,33.9577113700946,4.692793077229508e-253
FRCB.PK,2017,37.7778005292187,1.273626362492697e-261
FRCB.PK,2018,30.65093917465608,1.2838066048936015e-206
FRCB.PK,2019,28.2706427089928,3.9683366308945065e-176
FRCB.PK,2020,16.417761685751596,7.136787803974734e-61
FRME.OQ,2016,31.532407231616528,1.8377477031536094e-214
FRME.OQ,2017,52.57962595366074,0.0
FRME.OQ,2018,29.96281800198914,3.71517802730362e-197
FRME.OQ,2019,31.606718428708295,1.699498189894793e-218
FRME.OQ,2020,19.00323663942413,8.017230773488245e-81
FRME.OQ,2021,35.892496055815656,1.9999419381172647e-282
FRME.OQ,2022,25.42080583753812,7.425615362560417e-143
FRME.OQ,2023,21.469971054442563,1.4860170255619853e-102
FRST.OQ,2017,49.96903513761806,0.0
FRST.OQ,2018,32.03826627975291,1.5992766048801335e-225
FRST.OQ,2019,35.85016039022355,9.142492832339875e-282
FRST.OQ,2020,18.367969693757086,2.0050867107671755e-63
FRST.OQ,2021,44.16905562282732,0.0
FRST.OQ,2022,62.237931507508215,0.0
FRST.OQ,2023,21.276293927447814,9.412360103588691e-101
FSBW.OQ,2018,27.41786202899309,8.398786490384657e-166
FSBW.OQ,2019,37.93953492927507,9.614527310442599e-308
FSBW.OQ,2022,31.962275344236268,8.611195217381864e-216
FSBW.OQ,2023,26.07551465683992,3.4560661888712405e-150
FULT.OQ,2016,43.41891269960655,0.0
FULT.OQ,2017,44.89131496608999,0.0
FULT.OQ,2018,40.382824780053376,0.0
FULT.OQ,2019,37.11624992244982,7.682737600357907e-302
FULT.OQ,2020,22.279456285416742,2.923162084889369e-110
FULT.OQ,2021,40.29183652263666,0.0
FULT.OQ,2022,26.729398801458387,9.697828077700938e-154
FULT.OQ,2023,20.42512584466933,1.8474961597021628e-90
FUNC.OQ,2018,32.89148185581146,1.4547051588635688e-237
FUNC.OQ,2019,49.67801975947154,0.0
FUNC.OQ,2020,12.730812783763877,3.380543286903153e-33
FUNC.OQ,2021,37.62310296155777,4.5049578871329e-310
FUNC.OQ,2022,28.622238232016485,7.195890400727329e-170
FUNC.OQ,2023,19.470339896142768,4.701200790097712e-82
GABC.OQ,2017,32.63831846742416,5.868701973459977e-234
GABC.OQ,2018,39.43085889446411,0.0
GABC.OQ,2019,52.65417732398121,0.0
GABC.OQ,2020,35.71155795951531,6.161183134394766e-270
GABC.OQ,2021,31.138278887900533,3.398870618907773e-203
GABC.OQ,2022,35.6549983671848,2.8374302812385226e-228
GABC.OQ,2023,30.36098744682556,1.427305249850596e-191
GBCI.N,2016,34.48645837353731,6.710512365123273e-261
GBCI.N,2017,37.3071721101706,6.278095159987324e-305
GBCI.N,2018,34.75661445482494,4.312223452442504e-254
GBCI.N,2019,45.97763150735944,0.0
GBCI.N,2020,25.2447922668961,8.724889323583294e-141
GBCI.N,2021,41.93590717721484,0.0
GBCI.N,2022,25.171694040945482,7.16372225781655e-140
GSBC.OQ,2017,35.910940477019615,2.2677281777968305e-197
GSBC.OQ,2018,30.490632268493783,2.133400678512504e-204
GSBC.OQ,2019,30.238665223925885,3.676700763914813e-201
GSBC.OQ,2020,20.533925962872257,5.357868678318769e-94
GSBC.OQ,2021,55.08630230442063,0.0
GSBC.OQ,2022,45.706091281480454,0.0
GSBC.OQ,2023,25.79960209902073,1.5586738642507573e-144
HAFC.OQ,2017,34.0391514765641,2.9369918583348743e-254
HAFC.OQ,2018,30.42802109885076,1.1701831175305209e-203
HAFC.OQ,2019,27.3943894068247,2.0214037434636044e-164
HAFC.OQ,2020,15.74674368143267,9.259204925491047e-56
HBAN.OQ,2016,22.697761434446903,2.3569702188832742e-114
HBAN.OQ,2017,47.948910013346136,0.0
HBAN.OQ,2018,33.11427447245093,6.427428415458004e-239
HBAN.OQ,2019,33.08621299223445,4.296704815233347e-237
HBAN.OQ,2020,17.407362043856782,3.6275393235734027e-68
HBAN.OQ,2021,38.44514180240499,0.0
HBAN.OQ,2022,29.154894678962407,9.26970315214907e-175
HBCP.OQ,2018,50.132107181868896,0.0
HBCP.OQ,2019,53.66685231812541,0.0
HBCP.OQ,2020,22.73558525087344,9.964932359986964e-115
HBCP.OQ,2021,45.13333240944296,0.0
HBCP.OQ,2022,32.142235201564624,4.1314021516543763e-224
HBCP.OQ,2023,25.360454904532233,8.320705914558662e-142
HBNC.OQ,2017,38.290195814848566,0.0
HBNC.OQ,2018,31.730056472076377,2.991784336605698e-221
HBNC.OQ,2019,41.35193007992051,0.0
HBNC.OQ,2020,14.989639848068595,1.4365079936168231e-49
HBNC.OQ,2021,44.5489674416183,0.0
HBNC.OQ,2022,27.934935680667095,7.528901031676457e-147
HBNC.OQ,2023,14.456162164107283,1.1461386685029592e-47
HFWA.OQ,2017,41.95011702025856,0.0
HFWA.OQ,2018,42.793065314825455,0.0
HFWA.OQ,2019,54.2153747004284,0.0
HFWA.OQ,2020,34.068869484577235,2.83551100766316e-254
HFWA.OQ,2021,43.25028754337227,0.0
HFWA.OQ,2022,36.46680581587648,1.8630358526352628e-291
HFWA.OQ,2023,20.656187774382293,4.294149780186853e-95
HIFS.OQ,2017,22.091593272654382,1.187274251953242e-107
HIFS.OQ,2018,22.623506024517287,1.2721784568893432e-113
HIFS.OQ,2019,22.810227853368318,1.814804917699727e-115
HIFS.OQ,2020,17.043645332273435,2.1559074551046507e-64
HIFS.OQ,2021,30.129927304173197,9.827680214897479e-200
HIFS.OQ,2022,12.66164129590753,4.823064285208426e-37
HIFS.OQ,2023,10.627197177238685,1.1135253252510166e-26
HMST.OQ,2017,25.08565212945829,3.5663373971082966e-139
HMST.OQ,2018,20.40724924443136,7.20868891255024e-93
HMST.OQ,2019,30.903066999293408,5.431721864000736e-210
HMST.OQ,2020,18.751044201076464,9.4913501494781e-79
HOMB.N,2016,29.89294496061489,1.215216215799561e-196
HOMB.N,2017,40.50105525123985,0.0
HOMB.N,2018,33.15659173700693,2.2753456325591204e-241
HOMB.N,2019,34.3369033412101,1.490585319026927e-257
HOMB.N,2020,19.228440655409408,1.4019591080636767e-79
HOMB.N,2021,31.533107688165742,1.5282607008026666e-218
HOMB.N,2022,39.4519225966666,0.0
HOMB.N,2023,35.398926401582166,8.868351346877845e-275
HOPE.OQ,2017,38.153825547505306,0.0
HOPE.OQ,2018,28.52444340086431,2.9150027989744592e-179
HOPE.OQ,2019,31.025353338185333,1.6214071353890734e-211
HOPE.OQ,2020,18.72485896663218,1.5524635098451543e-78
HOPE.OQ,2021,36.171910194718926,1.5350567574408435e-271
HOPE.OQ,2022,29.690956365654536,7.718236498747594e-165
HOPE.OQ,2023,17.34924977230681,9.99184788451466e-68
HTBK.OQ,2018,40.16770534110245,0.0
HTBK.OQ,2019,42.352942445438096,0.0
HTBK.OQ,2020,26.63706586995273,1.2636302746293655e-156
HTBK.OQ,2021,37.067302709078874,3.2650177498737553e-282
HTBK.OQ,2022,36.48278754573391,1.0396036002586549e-291
HTH.N,2016,26.325356433701877,3.4029911388881674e-150
HTH.N,2017,32.15360998691227,1.0244681459862334e-218
HTH.N,2018,52.56969015610423,0.0
HTH.N,2019,40.44406521095138,0.0
HTH.N,2020,16.975802458961116,1.409986871464669e-60
HTH.N,2021,34.917310356113994,4.702072404590848e-267
HTH.N,2022,23.587441036293185,2.593055229996341e-123
HTH.N,2023,29.677102521641785,8.335367949216406e-194
HWBK.OQ,2018,51.03959975094478,0.0
HWBK.OQ,2019,33.40065431585006,6.706552416067765e-245
HWBK.OQ,2020,21.29530572080713,7.010413323324471e-92
HWBK.OQ,2021,29.784706311181427,3.0822826888163713e-195
HWBK.OQ,2022,44.61694194580654,0.0
HWC.OQ,2016,30.38890811662076,3.8489849695321547e-203
HWC.OQ,2017,43.606348591819845,0.0
HWC.OQ,2018,30.28428576444763,2.4123470804507896e-177
HWC.OQ,2019,21.80867816688763,9.597091386462234e-106
HWC.OQ,2020,11.668104792645913,2.653481581382994e-28
HWC.OQ,2021,35.518690980096046,1.2648992884950417e-276
HWC.OQ,2022,23.01386669503916,1.6930151181810953e-117
HWC.OQ,2023,17.67526604189112,3.251645692629661e-70
IBCP.OQ,2019,45.15258570210485,0.0
IBCP.OQ,2020,17.113405023735446,2.773122732635357e-63
IBCP.OQ,2021,44.91732259237672,0.0
IBCP.OQ,2022,31.56581628488846,5.439798873328124e-219
IBCP.OQ,2023,23.038778915080485,1.9292800966269475e-117
IBOC.OQ,2016,26.588298385981453,4.6350623458454893e-156
IBOC.OQ,2017,28.42194906917556,3.7625756910186377e-166
IBOC.OQ,2018,32.225898729367515,8.939973264929978e-224
IBOC.OQ,2019,30.797260198949083,2.05641257508176e-195
IBOC.OQ,2020,18.23870178935052,1.2721484494659865e-74
IBOC.OQ,2021,32.238467707782185,2.552165826925675e-228
IBOC.OQ,2022,31.522359866144026,4.491729591341979e-215
IBOC.OQ,2023,27.044963262231793,1.2586302732923307e-154
INBK.OQ,2018,23.36862608923603,3.620217745686872e-99
INBK.OQ,2019,27.8616377862755,2.3338392090931535e-170
INBK.OQ,2020,11.355021992131498,3.5011136124654124e-30
INBK.OQ,2021,24.209191762000746,8.90140621349107e-130
INBK.OQ,2022,17.565484324915722,3.1133520563396568e-56
INDB.OQ,2016,39.53070077092853,0.0
INDB.OQ,2017,43.006260828704,0.0
INDB.OQ,2018,35.08706729036267,1.905838979092015e-263
INDB.OQ,2019,30.882319321992217,1.0317876970132848e-209
INDB.OQ,2020,28.284547747926176,8.002605544069804e-171
INDB.OQ,2021,43.17328785033929,0.0
INDB.OQ,2022,39.924589657130696,0.0
INDB.OQ,2023,15.555997727968755,1.37657233127255e-54
ISTR.OQ,2018,56.097061219489824,0.0
ISTR.OQ,2019,49.10048790308971,0.0
ISTR.OQ,2020,13.573046153246771,1.0417793551211336e-38
ISTR.OQ,2021,27.122340716198146,2.684383236049427e-162
ISTR.OQ,2022,34.78612393805078,1.9716258927020725e-265
JPM.N,2016,24.421047963342634,6.05679962349756e-131
JPM.N,2017,35.03110555109565,3.7818896620413506e-269
JPM.N,2018,30.10371911284363,2.165808206239769e-199
JPM.N,2019,26.872277856893533,2.3162683031925267e-159
JPM.N,2020,13.745917301201937,2.694286032344695e-43
JPM.N,2021,28.203046702993596,1.5230038974825461e-172
JPM.N,2022,18.059259866408667,2.0818837614407948e-72
JPM.N,2023,24.582073941913816,9.821940739146704e-134
KEY.N,2016,21.99749346594811,4.2926269031422635e-105
KEY.N,2017,45.940348768756515,0.0
KEY.N,2018,25.990368924448973,3.0945097631679036e-136
KEY.N,2019,29.90062516094259,9.656560143868185e-197
KEY.N,2020,14.87887863277906,2.2600604851525946e-50
KEY.N,2021,32.801257325228114,3.0031501023599996e-234
KEY.N,2022,23.680286665054766,6.748813530591584e-122
KEY.N,2023,14.160248327919259,8.622897729858514e-45
LARK.OQ,2018,60.419840860733416,0.0
LARK.OQ,2019,53.71942285489989,0.0
LARK.OQ,2020,30.490615743364202,6.856788874449753e-200
LARK.OQ,2021,56.85781358403726,0.0
LARK.OQ,2022,68.67666194620729,0.0
LARK.OQ,2023,27.110690109085898,3.246670870667344e-152
LCNB.OQ,2018,52.738810422522405,0.0
LCNB.OQ,2019,52.23686998543205,0.0
LCNB.OQ,2020,23.59853312027634,2.662823246071663e-123
LCNB.OQ,2021,58.40201384130173,0.0
LCNB.OQ,2022,42.048312339342274,0.0
LKFN.OQ,2017,41.49654240834997,0.0
LKFN.OQ,2018,37.8261800417678,9.95979627931035e-303
LKFN.OQ,2019,40.226323846452914,0.0
LKFN.OQ,2020,26.833008099336023,2.7678577685579244e-151
LKFN.OQ,2021,41.79073329149787,0.0
LKFN.OQ,2022,34.65195294601162,2.087222576142182e-263
LKFN.OQ,2023,28.66194631961821,5.689349744075692e-181
MBWM.OQ,2017,28.22301521176936,1.5261826468717147e-175
MBWM.OQ,2018,43.51174025788749,0.0
MBWM.OQ,2019,29.07290651908899,3.950948637332209e-186
MBWM.OQ,2020,16.006930069795253,5.715629683945528e-58
MBWM.OQ,2021,42.051103677811625,0.0
MBWM.OQ,2022,25.72457647769157,1.353562025363066e-144
MBWM.OQ,2023,18.88204143691481,8.013501534375147e-80
MFIN.OQ,2018,17.71002874861351,1.0467290050010842e-65
MFIN.OQ,2019,16.759782450542243,5.515948834239464e-63
MFIN.OQ,2020,5.742154329614454,4.673978263817256e-09
MFIN.OQ,2021,16.59346531752398,6.772017104302607e-61
MFIN.OQ,2022,21.422018242882753,4.963812546456432e-92
MFIN.OQ,2023,15.909909654467867,2.704574671080054e-57
MOFG.OQ,2017,52.07709128046768,0.0
MOFG.OQ,2018,35.521691670154105,8.923771399170979e-268
MOFG.OQ,2019,31.83996799926979,9.06163681970435e-223
MOFG.OQ,2020,17.68635414029245,2.671103001683292e-70
MOFG.OQ,2021,37.06567078080503,5.021764986209946e-301
MOFG.OQ,2022,22.98525813091208,3.2730906926727686e-117
MPB.OQ,2018,47.52830203122011,0.0
MPB.OQ,2019,69.26155527668203,0.0
MPB.OQ,2020,25.65582893600513,2.0219196390100794e-128
MPB.OQ,2021,43.72328017906083,0.0
MPB.OQ,2022,34.14472605377463,8.040823222423643e-256
MPB.OQ,2023,23.535771471919674,6.813481992149457e-121
MTB.N,2016,28.054627464534946,1.7538288994313537e-173
MTB.N,2017,34.45442172835109,1.5988890999667585e-230
MTB.N,2018,24.56859780851359,1.3685622069507691e-133
MTB.N,2019,26.871232376724272,2.3823564121755973e-159
MTB.N,2020,18.18969131150926,3.1144994338136167e-74
MTB.N,2021,34.0225167419637,4.377882191241451e-250
MTB.N,2022,25.044496862264914,4.656998427528678e-138
NBHC.N,2017,43.57611722263864,0.0
NBHC.N,2018,27.300142383558875,2.1125599202009142e-164
NBHC.N,2019,32.66935042154341,2.128404485674905e-234
NBHC.N,2020,30.461018632915216,4.280499580182879e-204
NBHC.N,2021,48.691161177469084,0.0
NBHC.N,2022,27.686427387094312,5.086392346945677e-169
NBHC.N,2023,25.57962050735114,1.2859576991468582e-144
NBTB.OQ,2016,42.71423368487346,0.0
NBTB.OQ,2017,35.23951591686629,2.4830658257001437e-272
NBTB.OQ,2018,37.532163012631116,5.337875434997954e-291
NBTB.OQ,2019,38.71362588911419,0.0
NBTB.OQ,2020,34.12906972919466,1.3669113393979026e-255
NBTB.OQ,2021,44.14035777503408,0.0
NBTB.OQ,2022,29.10248865177171,1.6694011574247466e-186
NBTB.OQ,2023,22.831455835625768,9.679347870776237e-115
NFBK.OQ,2016,46.44015893667428,0.0
NFBK.OQ,2017,41.13395486408833,0.0
NFBK.OQ,2018,32.94356578896133,7.421163456328177e-234
NFBK.OQ,2019,55.42257256869796,0.0
NKSH.OQ,2019,,
NKSH.OQ,2020,,
NKSH.OQ,2021,,
NKSH.OQ,2022,,
NRIM.OQ,2018,34.98568505840711,1.857130536143514e-268
NRIM.OQ,2019,40.78166985178103,0.0
NRIM.OQ,2020,23.88820219546233,2.03104741049145e-126
NRIM.OQ,2021,35.56666778247941,1.0601771113589566e-263
NRIM.OQ,2022,37.819509857409656,0.0
NRIM.OQ,2023,20.209124405565642,3.5038224212578406e-87
NWBI.OQ,2016,52.82560215711288,0.0
NWBI.OQ,2017,52.44629250757484,0.0
NWBI.OQ,2018,49.356827024043554,0.0
NWBI.OQ,2019,55.44660682561221,0.0
NWBI.OQ,2020,29.38225415692858,4.628596009857637e-190
NWBI.OQ,2021,59.321692130098285,0.0
NWBI.OQ,2022,40.789915316587646,1.5117945503365287e-288
NWFL.OQ,2018,37.42509658733863,7.6346991091603e-307
NWFL.OQ,2019,31.38011956570768,1.8894807518610745e-216
NWFL.OQ,2020,25.6665365319688,1.2781458810691508e-136
NWFL.OQ,2021,68.16476484393978,0.0
NWFL.OQ,2022,40.10251713362014,0.0
NWFL.OQ,2023,19.817476216430325,1.0519949591891855e-87
OCFC.OQ,2017,49.11367032902973,0.0
OCFC.OQ,2018,37.29849600537487,8.67931115963782e-305
OCFC.OQ,2019,34.13526562433752,4.4160200535930045e-254
OCFC.OQ,2020,21.57386796291563,3.77561232935896e-103
OCFC.OQ,2021,34.46509420066644,1.1126831107866377e-256
OCFC.OQ,2022,26.669221106617236,5.356617136127916e-157
OCFC.OQ,2023,16.38486404396181,1.2265843571495363e-60
ONB.OQ,2016,35.01317115099901,7.09106891301304e-269
ONB.OQ,2017,43.44221783092966,0.0
ONB.OQ,2018,35.64547275455931,1.4026014441930875e-278
ONB.OQ,2019,46.18049001613897,0.0
ONB.OQ,2020,27.81998586123101,4.0592787792217183e-162
ONB.OQ,2021,42.67588348111505,0.0
ONB.OQ,2022,27.334955683042622,2.236497540978834e-141
ONB.OQ,2023,21.866116402114574,2.73064858171386e-106
OPOF.OQ,2018,26.100430136082306,1.8025176784135572e-150
OPOF.OQ,2019,32.95150578536118,2.0127279913216357e-238
OPOF.OQ,2020,13.415343477913247,3.120590783465223e-38
OPOF.OQ,2021,36.12823323242807,8.804840418934201e-274
OPOF.OQ,2022,20.317083976366668,5.973653295760742e-91
OPOF.OQ,2023,15.535846433908807,1.2969000101426476e-54
ORRF.OQ,2018,31.553184267491154,1.154242854154729e-206
ORRF.OQ,2019,40.70180575738062,0.0
ORRF.OQ,2020,22.619980817162908,1.6130466931474768e-113
ORRF.OQ,2021,43.75608848805042,0.0
ORRF.OQ,2022,34.18534002923026,1.9966245778077632e-256
ORRF.OQ,2023,21.915201130971944,3.908248220279809e-99
OSBC.OQ,2017,45.59335563880078,0.0
OSBC.OQ,2018,40.261817744059655,0.0
OSBC.OQ,2019,37.03406559852331,8.886988558888101e-293
OSBC.OQ,2020,17.234779117180153,4.689784883367178e-63
OSBC.OQ,2021,30.25760624324386,2.0718884138144482e-201
OSBC.OQ,2022,28.84379758880038,3.030447952685863e-183
OSBC.OQ,2023,24.36970786856918,1.7920499084130997e-131
OVBC.OQ,2018,30.275686389137803,1.9600503788256043e-201
OVBC.OQ,2019,38.19259070301395,1.0239918130894842e-302
OVBC.OQ,2020,23.099675506025733,2.332438409460774e-118
OVBC.OQ,2021,41.52767342983721,0.0
OVBC.OQ,2022,65.95165784606745,0.0
OVBC.OQ,2023,60.24459543863461,0.0
OVLY.OQ,2018,,
OVLY.OQ,2019,,
OVLY.OQ,2020,,
OVLY.OQ,2021,,
OVLY.OQ,2022,,
